2.643300000000000000e+04,3.024400000000000000e+04,3.053200000000000000e+04,3.236100000000000000e+04,3.340500000000000000e+04,3.596400000000000000e+04,4.168300000000000000e+04,4.719300000000000000e+04,5.267000000000000000e+04,6.236500000000000000e+04,6.350000000000000000e+04,6.850000000000000000e+04,7.680600000000000000e+04,7.960300000000000000e+04,8.336500000000000000e+04,8.940400000000000000e+04,9.527400000000000000e+04,9.797300000000000000e+04,1.013580000000000000e+05,1.029040000000000000e+05,1.044340000000000000e+05,1.044790000000000000e+05,1.077590000000000000e+05,1.077590000000000000e+05,1.083590000000000000e+05,1.087540000000000000e+05,1.104110000000000000e+05,1.129210000000000000e+05,1.134850000000000000e+05,1.146250000000000000e+05,1.148880000000000000e+05,1.156260000000000000e+05,1.223940000000000000e+05,1.283790000000000000e+05,1.306380000000000000e+05,1.352060000000000000e+05,1.421420000000000000e+05,1.444610000000000000e+05,1.459600000000000000e+05,1.459600000000000000e+05,1.459600000000000000e+05,1.492860000000000000e+05,1.526960000000000000e+05,1.558970000000000000e+05,1.562120000000000000e+05,1.574570000000000000e+05,1.579540000000000000e+05,1.579540000000000000e+05,1.579540000000000000e+05,1.582650000000000000e+05
1.290900000000000000e+04,1.926100000000000000e+04,3.062300000000000000e+04,3.226500000000000000e+04,3.544500000000000000e+04,3.882500000000000000e+04,3.895000000000000000e+04,4.459800000000000000e+04,4.551200000000000000e+04,4.924500000000000000e+04,5.425100000000000000e+04,6.137500000000000000e+04,7.177700000000000000e+04,7.577100000000000000e+04,8.990400000000000000e+04,9.069100000000000000e+04,1.033330000000000000e+05,1.051700000000000000e+05,1.062500000000000000e+05,1.143390000000000000e+05,1.168710000000000000e+05,1.196640000000000000e+05,1.214950000000000000e+05,1.228710000000000000e+05,1.263250000000000000e+05,1.271270000000000000e+05,1.273420000000000000e+05,1.288760000000000000e+05,1.313390000000000000e+05,1.320180000000000000e+05,1.333230000000000000e+05,1.356570000000000000e+05,1.413970000000000000e+05,1.427600000000000000e+05,1.462290000000000000e+05,1.480750000000000000e+05,1.519510000000000000e+05,1.531650000000000000e+05,1.574480000000000000e+05,1.618000000000000000e+05,1.618000000000000000e+05,1.652540000000000000e+05,1.665430000000000000e+05,1.684330000000000000e+05,1.692350000000000000e+05,1.713140000000000000e+05,1.713140000000000000e+05,1.713140000000000000e+05,1.713140000000000000e+05,1.713140000000000000e+05
2.627800000000000000e+04,3.292900000000000000e+04,3.460500000000000000e+04,3.691500000000000000e+04,4.156900000000000000e+04,4.207300000000000000e+04,5.235000000000000000e+04,5.402300000000000000e+04,5.793600000000000000e+04,6.624500000000000000e+04,6.756000000000000000e+04,7.094000000000000000e+04,7.375400000000000000e+04,8.349100000000000000e+04,9.253700000000000000e+04,1.020540000000000000e+05,1.022460000000000000e+05,1.041250000000000000e+05,1.093930000000000000e+05,1.216460000000000000e+05,1.250590000000000000e+05,1.281000000000000000e+05,1.303020000000000000e+05,1.309350000000000000e+05,1.321360000000000000e+05,1.330920000000000000e+05,1.335150000000000000e+05,1.341260000000000000e+05,1.383530000000000000e+05,1.396610000000000000e+05,1.425780000000000000e+05,1.453210000000000000e+05,1.457240000000000000e+05,1.499770000000000000e+05,1.527920000000000000e+05,1.550660000000000000e+05,1.555640000000000000e+05,1.610540000000000000e+05,1.630490000000000000e+05,1.630490000000000000e+05,1.631660000000000000e+05,1.640400000000000000e+05,1.643670000000000000e+05,1.655350000000000000e+05,1.679420000000000000e+05,1.680930000000000000e+05,1.697460000000000000e+05,1.697460000000000000e+05,1.697460000000000000e+05,1.702680000000000000e+05
1.488900000000000000e+04,3.088400000000000000e+04,3.120900000000000000e+04,3.366600000000000000e+04,3.687300000000000000e+04,3.946200000000000000e+04,4.324700000000000000e+04,4.986800000000000000e+04,5.273500000000000000e+04,6.576000000000000000e+04,6.988500000000000000e+04,7.425600000000000000e+04,7.746700000000000000e+04,7.923500000000000000e+04,8.449600000000000000e+04,8.610500000000000000e+04,8.622900000000000000e+04,9.137700000000000000e+04,9.455000000000000000e+04,9.970300000000000000e+04,1.042730000000000000e+05,1.045770000000000000e+05,1.051880000000000000e+05,1.100610000000000000e+05,1.100610000000000000e+05,1.114690000000000000e+05,1.129940000000000000e+05,1.154050000000000000e+05,1.182310000000000000e+05,1.236520000000000000e+05,1.236520000000000000e+05,1.243340000000000000e+05,1.251190000000000000e+05,1.285080000000000000e+05,1.299200000000000000e+05,1.309380000000000000e+05,1.311320000000000000e+05,1.311320000000000000e+05,1.326780000000000000e+05,1.346690000000000000e+05,1.346690000000000000e+05,1.349660000000000000e+05,1.390360000000000000e+05,1.401000000000000000e+05,1.459730000000000000e+05,1.459730000000000000e+05,1.459730000000000000e+05,1.460000000000000000e+05,1.460000000000000000e+05,1.462870000000000000e+05
7.061000000000000000e+03,2.283900000000000000e+04,3.628000000000000000e+04,3.696700000000000000e+04,3.895500000000000000e+04,3.992100000000000000e+04,4.529100000000000000e+04,4.912900000000000000e+04,5.342200000000000000e+04,5.502000000000000000e+04,6.649300000000000000e+04,7.022800000000000000e+04,7.399000000000000000e+04,7.681300000000000000e+04,8.818600000000000000e+04,9.621800000000000000e+04,1.001880000000000000e+05,1.014790000000000000e+05,1.063560000000000000e+05,1.101410000000000000e+05,1.102000000000000000e+05,1.120900000000000000e+05,1.149520000000000000e+05,1.162500000000000000e+05,1.175920000000000000e+05,1.190070000000000000e+05,1.231630000000000000e+05,1.233080000000000000e+05,1.308230000000000000e+05,1.309410000000000000e+05,1.325740000000000000e+05,1.374040000000000000e+05,1.387000000000000000e+05,1.420580000000000000e+05,1.458470000000000000e+05,1.469150000000000000e+05,1.474150000000000000e+05,1.495960000000000000e+05,1.513300000000000000e+05,1.545630000000000000e+05,1.549740000000000000e+05,1.549740000000000000e+05,1.567000000000000000e+05,1.567000000000000000e+05,1.567000000000000000e+05,1.578260000000000000e+05,1.623850000000000000e+05,1.623850000000000000e+05,1.623850000000000000e+05,1.623850000000000000e+05
2.585000000000000000e+03,2.258100000000000000e+04,3.353000000000000000e+04,3.419500000000000000e+04,3.907300000000000000e+04,3.937000000000000000e+04,4.039900000000000000e+04,4.354400000000000000e+04,4.693400000000000000e+04,4.860900000000000000e+04,5.477700000000000000e+04,5.897700000000000000e+04,6.880500000000000000e+04,7.393500000000000000e+04,8.167600000000000000e+04,8.866200000000000000e+04,8.961300000000000000e+04,9.698800000000000000e+04,9.698800000000000000e+04,9.859200000000000000e+04,9.932900000000000000e+04,1.000980000000000000e+05,1.052280000000000000e+05,1.054920000000000000e+05,1.073740000000000000e+05,1.089140000000000000e+05,1.089140000000000000e+05,1.089140000000000000e+05,1.091010000000000000e+05,1.104570000000000000e+05,1.104570000000000000e+05,1.106170000000000000e+05,1.173880000000000000e+05,1.223330000000000000e+05,1.242030000000000000e+05,1.248690000000000000e+05,1.251420000000000000e+05,1.291790000000000000e+05,1.294130000000000000e+05,1.322180000000000000e+05,1.330420000000000000e+05,1.402250000000000000e+05,1.403980000000000000e+05,1.417400000000000000e+05,1.451150000000000000e+05,1.487470000000000000e+05,1.488530000000000000e+05,1.538600000000000000e+05,1.553980000000000000e+05,1.572240000000000000e+05
1.776700000000000000e+04,2.459400000000000000e+04,3.633700000000000000e+04,3.848000000000000000e+04,4.158500000000000000e+04,4.278000000000000000e+04,4.453700000000000000e+04,4.881600000000000000e+04,5.106400000000000000e+04,5.853400000000000000e+04,5.859100000000000000e+04,6.560700000000000000e+04,7.039500000000000000e+04,7.361500000000000000e+04,8.054400000000000000e+04,8.478200000000000000e+04,8.971900000000000000e+04,8.971900000000000000e+04,9.227500000000000000e+04,9.643800000000000000e+04,9.881700000000000000e+04,9.993600000000000000e+04,1.049150000000000000e+05,1.053100000000000000e+05,1.061680000000000000e+05,1.097030000000000000e+05,1.108100000000000000e+05,1.136800000000000000e+05,1.170280000000000000e+05,1.178990000000000000e+05,1.196600000000000000e+05,1.211380000000000000e+05,1.220260000000000000e+05,1.254640000000000000e+05,1.261290000000000000e+05,1.264040000000000000e+05,1.305920000000000000e+05,1.305920000000000000e+05,1.328650000000000000e+05,1.350770000000000000e+05,1.403380000000000000e+05,1.404100000000000000e+05,1.418560000000000000e+05,1.450030000000000000e+05,1.475400000000000000e+05,1.475400000000000000e+05,1.475400000000000000e+05,1.475400000000000000e+05,1.476290000000000000e+05,1.493400000000000000e+05
1.878600000000000000e+04,3.557400000000000000e+04,3.646500000000000000e+04,3.696600000000000000e+04,3.940000000000000000e+04,4.087500000000000000e+04,4.409400000000000000e+04,4.621400000000000000e+04,5.268200000000000000e+04,5.847900000000000000e+04,5.913800000000000000e+04,6.686800000000000000e+04,6.784200000000000000e+04,6.823100000000000000e+04,7.024700000000000000e+04,7.142200000000000000e+04,7.291800000000000000e+04,7.418000000000000000e+04,7.695200000000000000e+04,8.204700000000000000e+04,8.377900000000000000e+04,8.558200000000000000e+04,8.570000000000000000e+04,8.740200000000000000e+04,9.082900000000000000e+04,9.182800000000000000e+04,9.404300000000000000e+04,9.659100000000000000e+04,9.791200000000000000e+04,1.045630000000000000e+05,1.082980000000000000e+05,1.090680000000000000e+05,1.119750000000000000e+05,1.140900000000000000e+05,1.166430000000000000e+05,1.168170000000000000e+05,1.168170000000000000e+05,1.215320000000000000e+05,1.258650000000000000e+05,1.272250000000000000e+05,1.282920000000000000e+05,1.319350000000000000e+05,1.359930000000000000e+05,1.364410000000000000e+05,1.370010000000000000e+05,1.373720000000000000e+05,1.402990000000000000e+05,1.452930000000000000e+05,1.469120000000000000e+05,1.481010000000000000e+05
2.613300000000000000e+04,2.684500000000000000e+04,2.922500000000000000e+04,3.375900000000000000e+04,3.564600000000000000e+04,3.795500000000000000e+04,3.981500000000000000e+04,4.737100000000000000e+04,5.027000000000000000e+04,5.351600000000000000e+04,5.567000000000000000e+04,6.251700000000000000e+04,7.274400000000000000e+04,7.466700000000000000e+04,8.423600000000000000e+04,8.635600000000000000e+04,9.039900000000000000e+04,9.272300000000000000e+04,1.012140000000000000e+05,1.061120000000000000e+05,1.094560000000000000e+05,1.100060000000000000e+05,1.142240000000000000e+05,1.226470000000000000e+05,1.241620000000000000e+05,1.241700000000000000e+05,1.284480000000000000e+05,1.328040000000000000e+05,1.349080000000000000e+05,1.361280000000000000e+05,1.365950000000000000e+05,1.365950000000000000e+05,1.365950000000000000e+05,1.420130000000000000e+05,1.425710000000000000e+05,1.432990000000000000e+05,1.432990000000000000e+05,1.436530000000000000e+05,1.466240000000000000e+05,1.507060000000000000e+05,1.509450000000000000e+05,1.511140000000000000e+05,1.532100000000000000e+05,1.555770000000000000e+05,1.555770000000000000e+05,1.561890000000000000e+05,1.577510000000000000e+05,1.609390000000000000e+05,1.609390000000000000e+05,1.609390000000000000e+05
1.786500000000000000e+04,3.236300000000000000e+04,3.617400000000000000e+04,3.833200000000000000e+04,4.308100000000000000e+04,4.406000000000000000e+04,5.011400000000000000e+04,5.057200000000000000e+04,5.302900000000000000e+04,5.546600000000000000e+04,6.150000000000000000e+04,6.804400000000000000e+04,6.927900000000000000e+04,7.013400000000000000e+04,8.239000000000000000e+04,8.355900000000000000e+04,8.950900000000000000e+04,9.414700000000000000e+04,1.000660000000000000e+05,1.049620000000000000e+05,1.069990000000000000e+05,1.073840000000000000e+05,1.085760000000000000e+05,1.143220000000000000e+05,1.171000000000000000e+05,1.195810000000000000e+05,1.264040000000000000e+05,1.268560000000000000e+05,1.276720000000000000e+05,1.296500000000000000e+05,1.338340000000000000e+05,1.339550000000000000e+05,1.351320000000000000e+05,1.432700000000000000e+05,1.460430000000000000e+05,1.470380000000000000e+05,1.516140000000000000e+05,1.580290000000000000e+05,1.623900000000000000e+05,1.644860000000000000e+05,1.666130000000000000e+05,1.694590000000000000e+05,1.694590000000000000e+05,1.694590000000000000e+05,1.712360000000000000e+05,1.712360000000000000e+05,1.712360000000000000e+05,1.712360000000000000e+05,1.712360000000000000e+05,1.712360000000000000e+05
